Date,Open,High,Low,Close,Adj Close,Volume,selic,oil_price,exchange_rate,ipca,bovespa
2020-09-30,19.5,20.040000915527344,19.43000030517578,19.610000610351562,6.9778008460998535,69505000,0.007469,40.3,5.6084,0.17,94603.0
2020-10-01,19.639999389648438,20.059999465942383,19.1299991607666,19.850000381469727,7.063198089599609,77537300,0.007469,39.75,5.642,0.55,95479.0
2020-10-02,19.729999542236328,19.739999771118164,19.020000457763672,19.020000457763672,6.7678608894348145,85306000,0.007469,38.0,5.642,0.55,94016.0
2020-10-05,19.360000610351562,20.15999984741211,19.239999771118164,20.030000686645508,7.1272478103637695,73288500,0.007469,39.78,5.5734,0.55,96089.0
2020-10-06,20.469999313354492,20.700000762939453,19.93000030517578,19.93000030517578,7.091665267944336,77064600,0.007469,41.27,5.5938,0.55,95615.0
2020-10-07,20.0,20.049999237060547,19.559999465942383,19.790000915527344,7.041849136352539,53521000,0.007469,40.62,5.6113,0.55,95526.0
2020-10-08,20.040000915527344,20.59000015258789,19.860000610351562,20.440000534057617,7.27313756942749,78070400,0.007469,42.0,5.5986,0.55,97920.0
2020-10-09,20.34000015258789,20.389999389648438,19.799999237060547,19.799999237060547,7.045408248901367,67962300,0.007469,41.63,5.5986,0.55,97483.0
2020-10-13,19.90999984741211,20.1299991607666,19.729999542236328,20.1299991607666,7.162830352783203,55330600,0.007469,41.34,5.5685,0.55,98503.0
2020-10-14,20.09000015258789,20.3700008392334,19.969999313354492,19.969999313354492,7.105897426605225,44584300,0.007469,41.81,5.5905,0.55,99334.0
2020-10-15,19.6200008392334,19.770000457763672,19.440000534057617,19.75,7.027616024017334,56952100,0.007469,41.61,5.6112,0.55,99054.0
2020-10-16,19.670000076293945,19.709999084472656,19.31999969482422,19.329999923706055,6.878168106079102,49929000,0.007469,41.34,5.6112,0.55,98309.0
2020-10-19,19.40999984741211,19.940000534057617,19.25,19.520000457763672,6.945774555206299,107419300,0.007469,41.29,5.6056,0.55,98658.0
2020-10-20,19.670000076293945,20.270000457763672,19.59000015258789,20.18000030517578,7.180623531341553,68407700,0.007469,41.62,5.6042,0.55,100540.0
2020-10-21,20.15999984741211,20.329999923706055,19.829999923706055,20.15999984741211,7.173506259918213,60594900,0.007469,40.09,5.6078,0.55,100552.0
2020-10-22,20.100000381469727,20.84000015258789,20.049999237060547,20.84000015258789,7.415470600128174,98926900,0.007469,41.28,5.5913,0.55,101918.0
2020-10-23,20.940000534057617,21.139999389648438,20.540000915527344,20.56999969482422,7.319396495819092,61711200,0.007469,40.71,5.5913,0.55,101260.0
2020-10-26,20.329999923706055,20.530000686645508,20.030000686645508,20.25,7.205531120300293,58229100,0.007469,39.06,5.6227,0.55,101017.0
2020-10-27,20.260000228881836,20.3700008392334,19.809999465942383,19.8799991607666,7.073872089385986,48978400,0.007469,39.72,5.7052,0.55,99606.0
2020-10-28,19.350000381469727,19.440000534057617,18.670000076293945,18.670000076293945,6.643321514129639,79247400,0.007469,37.86,5.7449,0.55,95369.0
2020-10-29,18.43000030517578,19.3700008392334,17.739999771118164,19.290000915527344,6.863935470581055,86794800,0.007469,36.56,5.7778,0.55,96582.0
2020-10-30,19.139999389648438,19.540000915527344,18.8700008392334,18.940000534057617,6.739394664764404,64185100,0.007469,36.33,5.7778,0.55,93952.0
2020-11-03,19.510000228881836,19.899999618530273,19.329999923706055,19.649999618530273,6.992032051086426,66292400,0.007469,38.17,5.7549,0.39,95587.0
2020-11-04,20.010000228881836,20.06999969482422,19.270000457763672,19.719999313354492,7.016940593719482,65777600,0.007469,39.68,5.663,0.39,97811.0
2020-11-05,19.950000762939453,19.989999771118164,19.719999313354492,19.889999389648438,7.077431678771973,40874800,0.007469,39.47,5.5234,0.39,100774.0
2020-11-06,19.549999237060547,19.950000762939453,19.540000915527344,19.75,7.027616024017334,37273300,0.007469,38.08,5.5234,0.39,100799.0
2020-11-09,21.110000610351562,22.690000534057617,21.040000915527344,21.610000610351562,7.689457893371582,164904100,0.007469,40.93,5.3847,0.39,103913.0
2020-11-10,21.889999389648438,23.149999618530273,21.809999465942383,23.079999923706055,8.212525367736816,163732600,0.007469,42.25,5.4139,0.39,105351.0
2020-11-11,23.350000381469727,23.360000610351562,22.399999618530273,22.8799991607666,8.141358375549316,93072900,0.007469,42.5,5.39,0.39,104532.0
2020-11-12,22.739999771118164,22.81999969482422,21.770000457763672,21.90999984741211,7.796205997467041,77275000,0.007469,42.16,5.4567,0.39,102175.0
2020-11-13,22.020000457763672,22.799999237060547,21.889999389648438,22.6299991607666,8.052404403686523,66065200,0.007469,41.51,5.4567,0.39,104512.0
2020-11-16,23.200000762939453,23.6299991607666,23.1299991607666,23.290000915527344,8.287250518798828,101583300,0.007469,42.71,5.4149,0.39,106430.0
2020-11-17,23.049999237060547,24.139999389648438,22.979999542236328,23.690000534057617,8.429580688476562,94082100,0.007469,42.54,5.3272,0.39,107229.0
2020-11-18,23.989999771118164,24.1299991607666,23.549999237060547,23.549999237060547,8.379764556884766,68540400,0.007469,42.91,5.3617,0.39,106483.0
2020-11-19,23.549999237060547,23.940000534057617,23.3700008392334,23.81999969482422,8.475837707519531,65382100,0.007469,43.09,5.3045,0.39,106517.0
2020-11-23,24.049999237060547,25.100000381469727,24.040000915527344,25.100000381469727,8.931299209594727,125649000,0.007469,45.0,5.4406,0.39,107379.0
2020-11-24,25.639999389648438,26.670000076293945,25.639999389648438,26.219999313354492,9.329828262329102,153293500,0.007469,46.63,5.3726,0.39,109786.0
2020-11-25,26.200000762939453,26.5,25.670000076293945,26.25,9.340503692626953,73971200,0.007469,47.3,5.3226,0.39,110133.0
2020-11-26,25.940000534057617,25.950000762939453,25.559999465942383,25.81999969482422,9.187496185302734,41935900,0.007469,46.32,5.3353,0.39,110227.0
2020-11-27,25.920000076293945,26.059999465942383,25.450000762939453,25.5,9.073630332946777,49863500,0.007469,46.88,5.3353,0.39,110575.0
2020-11-30,25.260000228881836,25.8799991607666,24.84000015258789,24.899999618530273,8.860133171081543,90207700,0.007469,46.84,5.3311,0.39,108888.0
2020-12-01,25.399999618530273,25.770000457763672,25.290000915527344,25.600000381469727,9.109213829040527,58866000,0.007469,47.03,5.2049,0.83,111335.0
2020-12-02,25.600000381469727,26.5,25.329999923706055,25.90999984741211,9.219521522521973,88093300,0.007469,47.8,5.2163,0.83,111814.0
2020-12-03,26.149999618530273,26.889999389648438,26.049999237060547,26.639999389648438,9.47927474975586,62424500,0.007469,48.37,5.151,0.83,112919.0
2020-12-04,27.190000534057617,27.56999969482422,27.059999465942383,27.530000686645508,9.7959623336792,61652400,0.007469,49.1,5.151,0.83,113682.0
2020-12-07,27.270000457763672,27.790000915527344,26.670000076293945,27.0,9.60737419128418,72664200,0.007469,48.63,5.0983,0.83,113625.0
2020-12-08,26.809999465942383,27.139999389648438,26.459999084472656,26.65999984741211,9.4863920211792,46276700,0.007469,48.84,5.1197,0.83,113571.0
2020-12-09,26.6299991607666,26.969999313354492,26.399999618530273,26.940000534057617,9.58602523803711,52448300,0.007469,48.81,5.1697,0.83,112722.0
2020-12-10,27.190000534057617,28.200000762939453,27.1299991607666,27.81999969482422,9.899152755737305,97537100,0.007469,50.33,5.0242,0.83,114992.0
2020-12-11,27.489999771118164,27.84000015258789,27.280000686645508,27.56999969482422,9.810197830200195,48334300,0.007469,50.01,5.0242,0.83,115323.0
2020-12-14,28.030000686645508,28.270000457763672,27.6200008392334,27.6200008392334,9.827986717224121,53159500,0.007469,50.27,5.1177,0.83,114975.0
2020-12-15,27.6200008392334,27.989999771118164,27.6200008392334,27.850000381469727,9.909829139709473,47208200,0.007469,50.77,5.07888,0.83,116146.0
2020-12-16,27.850000381469727,28.239999771118164,27.469999313354492,28.190000534057617,10.030810356140137,59399200,0.007469,50.83,5.0832,0.83,117947.0
2020-12-17,28.299999237060547,28.389999389648438,28.06999969482422,28.239999771118164,10.048600196838379,39297700,0.007469,51.2,5.0569,0.83,118157.0
2020-12-18,28.100000381469727,28.31999969482422,28.020000457763672,28.100000381469727,9.998785972595215,44707900,0.007469,52.17,5.0569,0.83,117679.0
2020-12-21,27.190000534057617,27.489999771118164,26.520000457763672,27.020000457763672,9.614489555358887,99988800,0.007469,50.61,5.11894,0.83,116016.0
2020-12-22,27.200000762939453,27.469999313354492,27.049999237060547,27.280000686645508,9.707006454467773,46513200,0.007469,49.88,5.15665,0.83,116348.0
2020-12-23,27.43000030517578,28.25,27.350000381469727,27.950000762939453,9.945412635803223,49038900,0.007469,51.05,5.2153,0.83,117857.0
2020-12-28,28.360000610351562,28.520000457763672,28.18000030517578,28.18000030517578,10.027251243591309,36313300,0.007469,50.88,5.2459,0.83,119051.0
2020-12-29,28.3799991607666,28.43000030517578,27.989999771118164,28.270000457763672,10.059276580810547,29891100,0.007469,50.44,5.2086,0.83,119475.0
2020-12-30,28.350000381469727,28.489999771118164,28.200000762939453,28.34000015258789,10.084183692932129,36968200,0.007469,50.74,5.19084,0.83,119306.0
2021-01-04,28.649999618530273,29.18000030517578,28.530000686645508,28.90999984741211,10.287007331848145,74719700,0.007469,50.37,5.2953,0.07,118558.0
2021-01-05,28.899999618530273,30.18000030517578,28.239999771118164,30.040000915527344,10.689093589782715,95181100,0.007469,53.16,5.2841,0.07,119223.0
2021-01-06,30.15999984741211,30.899999618530273,30.049999237060547,30.100000381469727,10.710441589355469,96562500,0.007469,53.8,5.3129,0.07,119851.0
2021-01-07,30.34000015258789,31.149999618530273,30.34000015258789,31.0,11.030688285827637,56171300,0.007469,53.7,5.4088,0.07,121956.0
2021-01-08,31.459999084472656,31.760000228881836,30.350000381469727,31.1200008392334,11.073387145996094,67136300,0.007469,55.51,5.4088,0.07,125077.0
2021-01-11,30.610000610351562,31.059999465942383,30.399999618530273,30.860000610351562,10.98087215423584,48744700,0.007469,54.84,5.4877,0.07,122807.0
2021-01-12,31.1200008392334,31.559999465942383,30.6299991607666,30.6299991607666,10.899030685424805,65691900,0.007469,55.98,5.3214,0.07,123998.0
2021-01-13,30.68000030517578,30.860000610351562,29.0,29.149999618530273,10.372406005859375,93826600,0.007469,55.52,5.2975,0.07,122040.0
2021-01-14,29.170000076293945,29.670000076293945,28.719999313354492,29.450000762939453,10.479155540466309,50745400,0.007469,55.76,5.1958,0.07,123481.0
2021-01-15,29.049999237060547,29.079999923706055,28.030000686645508,28.1200008392334,10.005903244018555,80673300,0.007469,54.8,5.1958,0.07,120502.0
2021-01-18,28.309999465942383,28.850000381469727,28.010000228881836,28.06999969482422,9.98811149597168,68855700,0.007469,54.21,5.2948,0.07,121242.0
2021-01-19,28.479999542236328,28.860000610351562,27.639999389648438,28.690000534057617,10.208724975585938,61656000,0.007469,55.38,5.3567,0.07,120673.0
2021-01-20,28.950000762939453,29.1200008392334,28.110000610351562,28.209999084472656,10.03792667388916,60306200,0.007469,55.66,5.2905,0.07,119708.0
2021-01-21,28.020000457763672,28.399999618530273,27.510000228881836,27.549999237060547,9.803079605102539,41284900,0.007469,55.68,5.3495,0.07,118443.0
2021-01-22,26.93000030517578,27.239999771118164,26.559999465942383,27.09000015258789,9.639397621154785,51181900,0.007469,55.22,5.3495,0.07,117172.0
2021-01-26,27.25,27.969999313354492,26.81999969482422,27.0,9.60737419128418,64514600,0.007469,55.26,5.3538,0.07,116464.0
2021-01-27,26.809999465942383,28.170000076293945,26.530000686645508,27.399999618530273,9.74970531463623,68337800,0.007469,55.07,5.4126,0.07,115882.0
2021-01-28,27.31999969482422,28.450000762939453,27.309999465942383,27.760000228881836,9.877803802490234,67827000,0.007469,54.87,5.43799,0.07,119314.0
2021-01-29,27.520000457763672,27.68000030517578,26.690000534057617,26.690000534057617,9.497066497802734,67555300,0.007469,55.25,5.43799,0.07,116007.0
2021-02-01,27.260000228881836,27.68000030517578,26.829999923706055,27.530000686645508,9.7959623336792,44449500,0.007469,56.42,5.4305,0.55,117365.0
2021-02-02,28.399999618530273,29.139999389648438,28.200000762939453,28.65999984741211,10.198049545288086,91663000,0.007469,57.62,5.3669,0.55,118234.0
2021-02-03,28.979999542236328,29.139999389648438,28.65999984741211,28.940000534057617,10.29768180847168,47486800,0.007469,58.61,5.352,0.55,119725.0
2021-02-04,28.829999923706055,28.989999771118164,28.209999084472656,28.81999969482422,10.25498104095459,41444100,0.007469,58.98,5.4257,0.55,119261.0
2021-02-05,28.979999542236328,30.09000015258789,28.31999969482422,28.84000015258789,10.262101173400879,121098700,0.007469,59.48,5.4257,0.55,119925.0
2021-02-08,28.510000228881836,29.299999237060547,27.799999237060547,28.110000610351562,10.002345085144043,98821700,0.007469,60.17,5.3643,0.55,119516.0
2021-02-09,28.049999237060547,28.3700008392334,27.3799991607666,27.540000915527344,9.799522399902344,63662200,0.007469,60.74,5.3767,0.55,119429.0
2021-02-10,27.739999771118164,28.040000915527344,27.1200008392334,27.799999237060547,9.892038345336914,52949900,0.007469,61.17,5.3849,0.55,118430.0
2021-02-11,28.139999389648438,28.5,27.8700008392334,28.079999923706055,9.991668701171875,61158600,0.007469,61.09,5.3654,0.55,119235.0
2021-02-12,27.809999465942383,28.489999771118164,27.610000610351562,28.440000534057617,10.119766235351562,47801100,0.007469,62.47,5.3654,0.55,119116.0
2021-02-17,28.520000457763672,29.600000381469727,28.1299991607666,29.59000015258789,10.528971672058105,54973400,0.007469,65.02,5.4098,0.55,120391.0
2021-02-18,30.3799991607666,30.920000076293945,29.040000915527344,29.270000457763672,10.415104866027832,105539200,0.007469,64.09,5.4258,0.55,119140.0
2021-02-19,28.030000686645508,28.489999771118164,27.170000076293945,27.329999923706055,9.724799156188965,215834800,0.007469,62.84,5.4258,0.55,118748.0
2021-02-22,22.799999237060547,23.200000762939453,21.399999618530273,21.670000076293945,7.710807800292969,490230400,0.007469,64.73,5.4634,0.55,112668.0
2021-02-23,23.049999237060547,24.260000228881836,22.709999084472656,24.059999465942383,8.561236381530762,293503100,0.007469,65.16,5.4396,0.55,115227.0
2021-02-24,24.549999237060547,25.0,24.010000228881836,24.399999618530273,8.682217597961426,155246400,0.007469,66.85,5.40296,0.55,115668.0
2021-02-25,25.0,25.25,23.100000381469727,23.190000534057617,8.251667022705078,170233000,0.007469,66.69,5.52803,0.55,112256.0
2021-02-26,23.200000762939453,23.420000076293945,21.969999313354492,22.239999771118164,7.91363000869751,159881000,0.007469,65.86,5.52803,0.55,110035.0
2021-03-01,22.799999237060547,23.040000915527344,21.920000076293945,22.0,7.828230381011963,90330100,0.007469,64.56,5.6407,0.12,110335.0
2021-03-02,21.84000015258789,22.329999923706055,20.670000076293945,21.989999771118164,7.824672222137451,147772300,0.007469,63.17,5.6751,0.12,111540.0
2021-03-03,21.799999237060547,21.889999389648438,20.479999542236328,21.190000534057617,7.540009498596191,185688500,0.007469,64.7,5.6175,0.12,111184.0
2021-03-04,21.299999237060547,22.399999618530273,21.1200008392334,22.219999313354492,7.906513214111328,127843200,0.007469,67.32,5.6683,0.12,112690.0
2021-03-05,22.440000534057617,23.219999313354492,22.290000915527344,22.389999389648438,7.967003345489502,126306300,0.007469,69.95,5.6683,0.12,115202.0
2021-03-08,21.940000534057617,22.280000686645508,20.959999084472656,21.100000381469727,7.5079851150512695,141142800,0.007469,68.0,5.8746,0.12,110612.0
2021-03-09,21.360000610351562,21.950000762939453,20.860000610351562,21.59000015258789,7.682340621948242,122648000,0.007469,67.03,5.8015,0.12,111331.0
2021-03-10,21.940000534057617,22.34000015258789,21.579999923706055,22.34000015258789,7.949213981628418,111744100,0.007469,67.53,5.6711,0.12,112776.0
2021-03-11,22.6200008392334,23.489999771118164,22.610000610351562,23.290000915527344,8.287250518798828,130577500,0.007469,69.34,5.5348,0.12,114984.0
2021-03-12,23.149999618530273,23.3799991607666,22.860000610351562,23.170000076293945,8.244550704956055,68123200,0.007469,68.87,5.5348,0.12,114160.0
2021-03-15,23.110000610351562,23.670000076293945,23.100000381469727,23.649999618530273,8.4153470993042,68295000,0.007469,68.78,5.6145,0.12,114851.0
2021-03-16,23.6299991607666,23.68000030517578,23.229999542236328,23.280000686645508,8.283692359924316,43407900,0.007469,67.95,5.6234,0.12,114019.0
2021-03-17,23.139999389648438,24.1299991607666,23.110000610351562,24.079999923706055,8.568353652954102,77966400,0.007469,67.73,5.5831,0.12,116549.0
2021-03-18,23.8799991607666,23.899999618530273,23.06999969482422,23.239999771118164,8.269457817077637,77198900,0.010379,62.11,5.5587,0.12,114835.0
2021-03-19,23.270000457763672,24.040000915527344,23.18000030517578,24.0,8.539887428283691,90244500,0.010379,64.0,5.5587,0.12,116222.0
2021-03-22,23.690000534057617,23.780000686645508,23.229999542236328,23.520000457763672,8.369091033935547,44129300,0.010379,63.89,5.5055,0.12,114979.0
2021-03-23,23.170000076293945,23.6299991607666,22.799999237060547,22.799999237060547,8.112893104553223,57124700,0.010379,59.96,5.5204,0.12,113262.0
2021-03-24,23.190000534057617,23.540000915527344,22.81999969482422,22.81999969482422,8.120009422302246,63338300,0.010379,63.7,5.6196,0.12,112064.0
2021-03-25,22.700000762939453,23.299999237060547,22.15999984741211,23.200000762939453,8.255226135253906,79214500,0.010379,61.21,5.6484,0.12,113750.0
2021-03-26,23.479999542236328,23.8799991607666,23.110000610351562,23.459999084472656,8.347739219665527,60918600,0.010379,63.77,5.6484,0.12,114781.0
2021-03-29,23.34000015258789,23.829999923706055,23.280000686645508,23.829999923706055,8.47939682006836,50099700,0.010379,64.06,5.7808,0.12,115419.0
2021-03-30,23.639999389648438,23.989999771118164,23.56999969482422,23.829999923706055,8.47939682006836,41959100,0.010379,63.28,5.7716,0.12,116850.0
2021-03-31,23.799999237060547,24.229999542236328,23.780000686645508,24.100000381469727,8.575469970703125,68609400,0.010379,63.52,5.6313,0.12,116634.0
2021-04-01,24.290000915527344,24.389999389648438,23.780000686645508,23.889999389648438,8.500746726989746,47232900,0.010379,63.85,5.7074,0.05,115253.0
2021-04-05,24.1299991607666,24.200000762939453,23.68000030517578,24.040000915527344,8.554121971130371,40454400,0.010379,63.85,5.6627,0.05,117518.0
2021-04-06,24.18000030517578,24.3700008392334,23.90999984741211,24.020000457763672,8.547003746032715,45934300,0.010379,61.47,5.5932,0.05,117499.0
2021-04-07,23.940000534057617,24.34000015258789,23.93000030517578,24.0,8.539887428283691,55892200,0.010379,61.86,5.6121,0.05,117624.0
2021-04-08,23.979999542236328,24.040000915527344,23.3700008392334,23.700000762939453,8.433138847351074,63231300,0.010379,62.09,5.5666,0.05,118313.0
2021-04-09,23.5,23.780000686645508,23.3700008392334,23.649999618530273,8.4153470993042,47494400,0.010379,61.89,5.5666,0.05,117670.0
2021-04-12,23.959999084472656,24.3700008392334,23.780000686645508,23.889999389648438,8.500746726989746,50592900,0.010379,62.38,5.7322,0.05,118812.0
2021-04-13,23.979999542236328,24.110000610351562,23.690000534057617,23.969999313354492,8.529212951660156,53612300,0.010379,62.83,5.7163,0.05,119297.0
2021-04-14,24.200000762939453,24.579999923706055,23.979999542236328,24.350000381469727,8.664427757263184,90836500,0.010379,66.11,5.6529,0.05,120295.0
2021-04-15,23.700000762939453,23.829999923706055,23.020000457763672,23.09000015258789,8.492602348327637,64193600,0.010379,66.13,5.615,0.05,120701.0
2021-04-16,23.1299991607666,23.239999771118164,22.809999465942383,22.950000762939453,8.441110610961914,59567300,0.010379,65.98,5.615,0.05,121114.0
2021-04-19,22.950000762939453,24.889999389648438,22.770000457763672,24.280000686645508,8.930289268493652,196519100,0.010379,66.54,5.5453,0.05,120934.0
2021-04-20,24.329999923706055,24.59000015258789,23.760000228881836,23.81999969482422,8.761099815368652,94965400,0.010379,65.34,5.5679,0.05,120062.0
2021-04-22,24.139999389648438,24.190000534057617,23.649999618530273,23.709999084472656,8.720640182495117,46600100,0.010379,65.07,5.4432,0.05,119371.0
2021-04-23,23.8799991607666,23.940000534057617,23.510000228881836,23.690000534057617,8.713285446166992,60341000,0.010379,65.75,5.4432,0.05,120530.0
2021-04-26,23.850000381469727,24.049999237060547,23.610000610351562,23.780000686645508,8.746387481689453,33281000,0.010379,65.5,5.4353,0.05,120595.0
2021-04-27,23.81999969482422,24.170000076293945,23.100000381469727,23.100000381469727,8.496281623840332,76684900,0.010379,66.25,5.451,0.05,119388.0
2021-04-28,23.399999618530273,24.09000015258789,23.360000610351562,23.940000534057617,8.805237770080566,66374200,0.010379,67.08,5.3414,0.05,121053.0
2021-04-29,24.1200008392334,24.290000915527344,23.420000076293945,23.6200008392334,8.687540054321289,49775900,0.010379,68.26,5.3364,0.05,120066.0
2021-04-30,23.399999618530273,23.93000030517578,23.280000686645508,23.6200008392334,8.687540054321289,61039200,0.010379,67.73,5.3364,0.05,118894.0
2021-05-03,23.799999237060547,23.809999465942383,23.299999237060547,23.43000030517578,8.617654800415039,49039900,0.010379,67.73,5.4381,-0.15,119209.0
2021-05-04,23.540000915527344,23.639999389648438,22.8799991607666,22.889999389648438,8.41904067993164,44765000,0.010379,68.91,5.4426,-0.15,117712.0
2021-05-05,23.170000076293945,23.950000762939453,23.1200008392334,23.829999923706055,8.764777183532715,75611900,0.010379,69.71,5.3527,-0.15,119564.0
2021-05-06,23.709999084472656,23.850000381469727,23.399999618530273,23.5,8.643401145935059,54091600,0.013269,68.62,5.27343,-0.15,119921.0
2021-05-07,23.639999389648438,24.450000762939453,23.459999084472656,24.3799991607666,8.967069625854492,74118200,0.013269,68.73,5.27343,-0.15,122038.0
2021-05-10,24.799999237060547,24.979999542236328,24.579999923706055,24.700000762939453,9.084768295288086,73804500,0.013269,68.61,5.2222,-0.15,121909.0
2021-05-11,24.440000534057617,25.170000076293945,24.31999969482422,25.149999618530273,9.250279426574707,73729900,0.013269,68.83,5.2212,-0.15,122964.0
2021-05-12,24.950000762939453,25.530000686645508,24.690000534057617,24.780000686645508,9.114191055297852,89980700,0.013269,69.62,5.3031,-0.15,119710.0
2021-05-13,24.760000228881836,25.100000381469727,24.43000030517578,24.989999771118164,9.191431045532227,77282100,0.013269,67.36,5.3077,-0.15,120706.0
2021-05-14,25.799999237060547,26.3799991607666,25.549999237060547,26.299999237060547,9.673254013061523,196135500,0.013269,69.24,5.3077,-0.15,121881.0
2021-05-17,26.299999237060547,26.65999984741211,26.200000762939453,26.65999984741211,9.805663108825684,83512600,0.013269,69.62,5.2715,-0.15,122938.0
2021-05-18,26.700000762939453,26.799999237060547,26.270000457763672,26.350000381469727,9.691643714904785,63510600,0.013269,69.01,5.2595,-0.15,122980.0
2021-05-19,25.850000381469727,26.350000381469727,25.799999237060547,26.149999618530273,9.618083953857422,84700500,0.013269,66.88,5.308,-0.15,122636.0
2021-05-20,26.149999618530273,26.280000686645508,25.719999313354492,25.93000030517578,9.537166595458984,71371100,0.013269,65.18,5.2813,-0.15,122701.0
2021-05-21,26.079999923706055,26.309999465942383,25.940000534057617,25.950000762939453,9.544524192810059,82884500,0.013269,66.72,5.2813,-0.15,122592.0
2021-05-24,26.280000686645508,26.520000457763672,25.989999771118164,26.389999389648438,9.706356048583984,63029600,0.013269,68.59,5.3185,-0.15,124032.0
2021-05-25,26.479999542236328,26.6200008392334,25.780000686645508,25.84000015258789,9.504064559936523,63672000,0.013269,68.8,5.3307,-0.15,122988.0
2021-05-26,25.90999984741211,26.18000030517578,25.649999618530273,26.09000015258789,9.596014976501465,46646900,0.013269,68.93,5.3105,-0.15,123989.0
2021-05-27,26.079999923706055,26.25,25.770000457763672,25.90999984741211,9.529810905456543,48877800,0.013269,69.43,5.2382,-0.15,124367.0
2021-05-28,26.200000762939453,27.020000457763672,26.149999618530273,26.989999771118164,9.927040100097656,129526400,0.013269,69.36,5.2382,-0.15,125561.0
2021-05-31,26.959999084472656,27.200000762939453,26.780000686645508,26.8700008392334,9.882901191711426,46298900,0.013269,69.36,5.2166,-0.15,126216.0
2021-06-01,27.399999618530273,27.700000762939453,27.010000228881836,27.290000915527344,10.037381172180176,90744900,0.013269,70.03,5.1497,0.23,128267.0
2021-06-02,27.350000381469727,28.06999969482422,27.260000228881836,27.8700008392334,10.250706672668457,103985100,0.013269,70.6,5.0745,0.23,129601.0
2021-06-04,28.059999465942383,28.6200008392334,27.920000076293945,28.5,10.482422828674316,102757300,0.013269,71.3,5.0745,0.23,130126.0
2021-06-07,28.5,28.549999237060547,28.010000228881836,28.290000915527344,10.40518569946289,74548900,0.013269,70.89,5.0452,0.23,130776.0
2021-06-08,28.170000076293945,28.799999237060547,27.959999084472656,28.65999984741211,10.541272163391113,88398600,0.013269,71.39,5.0349,0.23,129787.0
2021-06-09,28.719999313354492,29.079999923706055,28.520000457763672,28.65999984741211,10.541272163391113,60724200,0.013269,71.31,5.0615,0.23,129907.0
2021-06-10,28.829999923706055,29.030000686645508,28.56999969482422,28.68000030517578,10.548628807067871,35871000,0.013269,71.65,5.0545,0.23,130076.0
2021-06-11,28.799999237060547,28.850000381469727,28.260000228881836,28.56999969482422,10.508171081542969,54894400,0.013269,72.05,5.0545,0.23,129441.0
2021-06-14,28.899999618530273,29.350000381469727,28.610000610351562,28.75,10.57437515258789,64286600,0.013269,72.27,5.0586,0.23,130208.0
2021-06-15,28.959999084472656,29.059999465942383,28.6299991607666,29.030000686645508,10.677359580993652,42597100,0.013269,73.38,5.0438,0.23,130091.0
2021-06-16,29.079999923706055,29.290000915527344,28.770000457763672,29.139999389648438,10.717820167541504,77432900,0.013269,73.88,5.0543,0.23,129259.0
2021-06-17,29.010000228881836,29.200000762939453,27.90999984741211,28.1299991607666,10.346335411071777,95264600,0.016137,72.92,5.0074,0.23,128057.0
2021-06-18,28.0,28.420000076293945,27.639999389648438,28.31999969482422,10.416219711303711,115250700,0.016137,73.1,5.0074,0.23,128405.0
2021-06-21,28.399999618530273,29.0,28.399999618530273,28.950000762939453,10.647936820983887,50709600,0.016137,74.49,5.0131,0.23,129265.0
2021-06-22,29.0,29.270000457763672,28.670000076293945,29.100000381469727,10.703107833862305,41602700,0.016137,74.92,4.9571,0.23,128767.0
2021-06-23,29.25,29.520000457763672,29.0,29.299999237060547,10.776666641235352,57278500,0.016137,75.22,4.9652,0.23,128428.0
2021-06-24,29.489999771118164,29.649999618530273,29.219999313354492,29.649999618530273,10.905399322509766,51447000,0.016137,75.95,4.9127,0.23,129514.0
2021-06-25,29.690000534057617,29.790000915527344,28.950000762939453,29.100000381469727,10.703107833862305,84950900,0.016137,76.45,4.9127,0.23,127256.0
2021-06-28,29.18000030517578,29.270000457763672,28.670000076293945,29.049999237060547,10.68471622467041,40341200,0.016137,74.78,4.9248,0.23,127429.0
2021-06-29,29.09000015258789,29.18000030517578,28.739999771118164,29.18000030517578,10.732529640197754,43215200,0.016137,75.38,4.9551,0.23,127327.0
2021-06-30,29.030000686645508,29.56999969482422,28.920000076293945,29.43000030517578,10.824481964111328,71367600,0.016137,76.94,4.9692,0.23,126802.0
2021-07-01,29.739999771118164,29.8799991607666,28.920000076293945,29.059999465942383,10.688394546508789,65084000,0.016137,76.69,5.0451,0.67,125666.0
2021-07-02,29.299999237060547,29.3799991607666,28.729999542236328,29.18000030517578,10.732529640197754,37336700,0.016137,77.51,5.0451,0.67,127622.0
2021-07-05,29.010000228881836,29.15999984741211,28.3700008392334,28.850000381469727,10.611156463623047,56028600,0.016137,78.34,5.08846,0.67,126920.0
2021-07-06,28.700000762939453,28.799999237060547,27.670000076293945,27.670000076293945,10.177145957946777,97839700,0.016137,75.81,5.1953,0.67,125095.0
2021-07-07,28.149999618530273,28.149999618530273,27.40999984741211,28.049999237060547,10.316911697387695,73793500,0.016137,74.31,5.2312,0.67,127019.0
2021-07-08,27.399999618530273,27.68000030517578,27.270000457763672,27.489999771118164,10.110940933227539,80574200,0.016137,75.07,5.258,0.67,125428.0
2021-07-12,27.579999923706055,27.780000686645508,27.280000686645508,27.729999542236328,10.199214935302734,53001200,0.016137,76.77,5.1727,0.67,127594.0
